Srl. No.,COMPANY NAME,CATEGORY
7764,EXPRESS INDUSTRY COUNCIL OF INDIA,Cat B
7765,EXPRESS PUBLICATIONS (MADURAI) LIMITED,Cat B
7766,EXPRESS SCRIPTS,Cat B
7767,EXTREME NETWORKS INDIA PRIVATE LIMITED,Cat B
7768,EXZEO SOFTWARE PRIVATE LIMITED,Cat B
7769,EYGBS INDIA PRIVATE LIMITED,Cat B
7770,EYME TECHNOLOGIES PRIVATE IMITED (ERNST & YOUNG MIDDLE EAST TECHNOLOGIES PRIVATE LIMITED),Cat B
7771,F A L INDUSTRIES LIMITED,Cat B
7772,F C B-ULKA ADVERTISING LIMITED,Cat B
7773,F C I OEN CONNECTORS LIMITED,Cat B
7774,F F F LIMITED,Cat B
7775,F I C C I,Cat B
7776,F L SMIDTH LIMITED.,Cat B
7777,FABER CASTELL INDIA LIMITED,Cat B
7778,FABER HEATKRAFT INDUSTRIES LIMITED,Cat B
7779,FABTECH TECHNOLOGIES INTERNATIONAL LIMITED,Cat B
7780,FACOR STEELS LIMITED,Cat B
7781,FAIR ISAAC,Cat B
7782,FAIVELEY TRANSPORT RAIL TECHNOLOGIES INDIA LIMITED,Cat B
7783,FAL IND,Cat B
7784,FAME INDIA LIMITED,Cat B
7785,Family Credit Limited,Cat B
7786,FANUC (I) LIMITED,Cat B
7787,FARGROW FINANCE AND INVESTMENTS PRIVATE LIMITED,Cat B
7788,FARMAX INDIA LIMITED,Cat B
7789,FARMLAND INDUSTRIES,Cat B
7790,FASCEL LIMITED,Cat B
7791,FASHION RIBBONS,Cat B
7792,FAST CAPITAL MARKETS LIMITED,Cat B
7793,FATPIPE NETWORKS LIMITED,Cat B
7794,FAURECIA EMISSIONS CONTROL TECHNOLOGIES INDIA PRIVATE LIMITED,Cat B
7795,FAURECIA INTERIOR SYTEMS INDIA PRIVATE LIMITED,Cat B
7796,FCB ULKA,Cat B
7797,FCC RICO LIMITED,Cat B
7798,FCI OEN CONNECTORS LIMITED,Cat B
7799,FCL TECHNOLOGIES & PRODUCTS LIMITED,Cat B
7800,FDX,Cat B
7801,FEDBANK FINANCIAL SERVICES LIMITED,Cat B
7802,FEDERAL BANK LIMITED,Cat B
7803,FEDERAL EXPRESS,Cat B
7804,FEDERAL INSURANCE COMPANY,Cat B
7805,FEDERAL-MOGUL,Cat B
7806,FEDERATED DEPARTMENT STORES,Cat B
7807,FEEDBACK BRISA HIGHWAYS OMT PRIVATE LIMITED,Cat B
7808,FEEDBACK INFRA PRIVATE LIMITED,Cat B
7809,FELGUERA GRUAS INDIA PRIVATE LIMITED,Cat B
7810,FEM CARE PHARMA LIMITED.,Cat B
7811,FENA PRIVATE LIMITED,Cat B
7812,FENIX PROCESS TECHNOLOGIES PRIVATE LIMITED,Cat B
7813,FENNER INDIA LIMITED,Cat B
7814,FENOPLAST LIMITED,Cat B
7815,FENWAL INDIA PRIVATE LIMITED,Cat B
7816,FERMENTA BIOTECH LIMITED,Cat B
7817,FERNAS CONSTRUCTION INDIA PRIVATE LIMITED,Cat B
7818,FERRERO INDIA PRIVATE LIMITED,Cat B
7819,FERRO ALLOYS CORPN LIMITED,Cat B
7820,FERRO SCRAP NIGAM LIMITED,Cat B
7821,FERROMATIK MILACRON INDIA LIMITED,Cat B
7822,FERROUS INFRASTRUCTURE PRIVATE LIMITED,Cat B
7823,"FERTILISERS AND CHEMICALS, TRAVANCORE LIMITED",Cat B
7824,FERTILIZER CORPORATION OF INDIA,Cat B
7825,FIBCOM INDIA LIMITED,Cat B
7826,FICHTNER CONSULTING ENGINEERS INDIA PRIVATE LIMITED,Cat B
7827,FIDELITY BUSINESS SERVICES INDIA LIMITED,Cat B
7828,FieldFresh Foods Private Limited,Cat B
7829,FIEM INDUSTRIES LIMITED,Cat B
7830,FIFTH THIRD BANCORP,Cat B
7831,FIITJEE LIMITED,Cat B
7832,FIL Fund Management Private Limited,Cat B
7833,FIL LIMITED,Cat B
7834,FILAMENTS INDIA LIMITED.,Cat B
7835,FIN BRAINS SECURITIES INDIA LIMITED,Cat B
7836,FINANCIAL EXPRESS,Cat B
7837,FINANCIAL INFORMATION NETWORK AND OPERATIONS LIMITED,Cat B
7838,FINANCIAL OBJECTS SO,Cat B
7839,FINANCIAL TECHNOLOGIES LIMITED,Cat B
7840,FINDOC INVESTMART PRIVATE LIMITED,Cat B
7841,FINE FORGE LIMITED,Cat B
7842,FINO PAYTECH LIMITED,Cat B
7843,FIRE LUXUR DEVELOPERS PRIVATE LIMITED,Cat B
7844,FIREPRO SYSTEMS PRIVATE LIMITED,Cat B
7845,FIRESTAR DIAMOND PRIVATE LIMITED,Cat B
7846,FIRESTAR INTERNATIONAL PRIVATE LIMITED,Cat B
7847,FIRMENICH,Cat B
7848,FIRST ADVANTAGE GLOBAL OPERATING CENTER PRIVATE LIMITED,Cat B
7849,FIRST ADVANTAGE OFFSHORE SERVICES PRIVATE LIMITED,Cat B
7850,FIRST AMERICAN INDIA PRIVATE LIMITED,Cat B
7851,FIRST CAPITAL INDIA LIMITED,Cat B
7852,FIRST CHICAGO NBD CORP,Cat B
7853,FIRST CUSTODIAN FUND I LIMITED,Cat B
7854,FIRST DATA,Cat B
7855,FIRST DATA INDIA PRIVATE LIMITED,Cat B
7856,FIRST FLIGHT COURIERS,Cat B
7857,FIRST INDIAN CORPORATION,Cat B
7858,FIRST INDIAN CORPORATION PRIVATE LIMITED,Cat B
7859,FIRST LEASING CO OF INDIA LIMITED,Cat B
7860,FIRST STONEX CO OF INDIA,Cat B
7861,FIRST UNION CORP,Cat B
7862,FIRSTAR CORP,Cat B
7863,FIRSTENERGY,Cat B
7864,FIRSTSOURCE SOLUTIONS,Cat B
7865,FIS GLOBAL BUSINESS SOLUTIONS INDIA PRIVATE LIMITED,Cat B
7866,FIS PAYMENT SOLUTIONS and SERVICES INDIA PRIVATE LIMITED,Cat B
7867,FISCHER CHEMIC LIMITED,Cat B
7868,FISCHER SANMAR LIMITED,Cat B
7869,FISERV INDIA PRIVATE LIMITED,Cat B
7870,FISHER & PAYKEL,Cat B
7871,FISHER-XOMOX SANMAR LIMITED,Cat B
7872,FITCH RATINGS INDIA PRIVATE LIMITED,Cat B
7873,FITEX INDUSTRIES LIMITED,Cat B
7874,FITNESS FIRST INDIA PRIVATE LIMITED,Cat B
7875,FIVE STARS BULKCARRIERS LIMITED.,Cat B
7876,FIVES CAIL KCP LIMITED,Cat B
7877,FIVES INDIA ENGINEERING & PROJECTS PRIVATE LIMITED,Cat B
7878,FKL INDIA PRIVATE LIMITED,Cat B
7879,FLAKT INDIA Private Limited,Cat B
7880,FLAMINGO PHARMACEUTICALS LIMITED,Cat B
7881,Flash Forge PRIVATE LIMITED,Cat B
7882,FLEETGUARD FILTERS LIMITED,Cat B
7883,FLEETWOOD ENTERPRISES,Cat B
7884,FLEMING,Cat B
7885,FLEMING LABORATORIES LIMITED,Cat B
7886,FLEXITUFF INTERNATIONAL LIMITED,Cat B
7887,FLIPKART ONLINE SERVICES PRIVATE LIMITED,Cat B
7888,FLOATGLASS INDIA LIMITED,Cat B
7889,FLORESCENT SECURITIES LIMITED,Cat B
7890,FLORIDA PROGRESS,Cat B
7891,FLOWGIC,Cat B
7892,FLOWMORE LIMITED,Cat B
7893,FLOWSERVE INDIA CONTROLS (P) LIMITED,Cat B
7894,FLUOR,Cat B
7895,FLYJAC LOGISTICS PRIVATE LIMITED,Cat B
7896,FLYWHEEL LOGISTICS PRIVATE LIMITED,Cat B
7897,FMC,Cat B
7898,FMC INDIA PRIVATE LIMITED,Cat B
7899,FNF BUSINESS PROCESS OUTSOURCING SERVICES INDIA PRIVATE LIMITED,Cat B
7900,FOCUS ENERGY LIMITED,Cat B
7901,FOCUS TRANS TECH SHIPPING PRIVATE LIMITED,Cat B
7902,FOMENTO RESORTS & HOTELS,Cat B
7903,FOOD WORLD,Cat B
7904,FOODLINK SERVICES INDIA PRIVATE LIMITED,Cat B
7905,FOODS AND INNS LIMITED,Cat B
7906,FOODS FAT & FERTILISERS,Cat B
7907,FOODWORLD SUPER MARKETS LIMITED,Cat B
7908,FORBES MARSHALL,Cat B
7909,FORBES SHIPPING CORP LIMITED,Cat B
7910,FORBES TECHNOSYS LIMITED,Cat B
7911,FORD BUSINESS CENTER P LIMITED,Cat B
7912,FORD INDIA PRIVATE LIMITED,Cat B
7913,FORD MOTOR PRIVATE LIMITED,Cat B
7914,Foreign Exchange Dealers Association of India,Cat B
7915,FORMICA INDIA DIVISION,Cat B
7916,FORT GLOSTER INDS LIMITED,Cat B
7917,FORT JAMES,Cat B
7918,FORT PROJECTS PRIVATE LIMITED,Cat B
7919,FORT WILLIAM CO LIMITED,Cat B
7920,FORTIS CLINICAL RESEARCH LIMITED,Cat B
7921,FORTIS HOSPITALS LIMITED,Cat B
7922,FORTIS MALAR HOSPITALS LIMITED,Cat B
7923,FORTUNE BRANDS,Cat B
7924,FORTUNE EQUITY BROKERS INDIA LIMITED,Cat B
7925,FORTUNE FINANCIAL SERVICES INDIA LIMITED,Cat B
7926,FORTUNE INTERNATIONAL LIMITED,Cat B
7927,FORTUNE MARKETING PRIVATE LIMITED,Cat B
7928,FORUM I AVIATION LIMITED,Cat B
7929,FOSECO,Cat B
7930,FOSROC CHEMICALS INDIA LIMITED,Cat B
7931,FOSSIL INDIA PRIVATE LIMITED,Cat B
7932,FOUNDATION HEALTH SYSTEMS,Cat B
7933,FOUNTAIN CONSUMER APPLI LT,Cat B
7934,FOUR SOFT LIMITED,Cat B
7935,FOURCEE INFRASTRUCTURE EQUIPMENTS PRIVATE LIMITED,Cat B
7936,FOURESS ENGG (I) LIMITED,Cat B
7937,FOURRTS INDIA LABORATORIES PRIVATE LIMITED,Cat B
7938,FOWLER WESTRUP INDIA PRIVATE LIMITED,Cat B
7939,FPL GROUP,Cat B
7940,FRANKE FABER INDIA LIMITED,Cat B
7941,FRANKFINN AVIATION SERVICES PRIVATE LIMITED,Cat B
7942,FRANKLIN TEMPLETON ASSET MANAGEMENT INDIA PRIVATE LIMITED,Cat B
7943,FREDDIE MAC,Cat B
7944,FREIGHT SYSTEMS INDIA PRIVATE LIMITED,Cat B
7945,FREIGHTWINGS & TRAVELS LIMITED,Cat B
7946,FRESENIUS KABI INDIA LIMITED,Cat B
7947,Fresenius Kabi Oncology Limited ,Cat B
7948,FRESENIUS MEDICAL CARE,Cat B
7949,FRESH AND HONEST CAFE LIMITED,Cat B
7950,FREUDENBERG NONWOVENS INDIA PRIVATE LIMITED,Cat B
7951,FRICK INDIA LIMITED,Cat B
7952,FRIED KRUPP AG HOESCH-KRUPP,Cat B
7953,FRIENDS OF WOMENS WORLD BANKING,Cat B
7954,FRIENDS TEA CO LIMITED,Cat B
7955,FRIGOGLASS INDIA PVT. LIMITED.,Cat B
7956,FRONTERA,Cat B
7957,FRONZ HANIEL,Cat B
7958,Frost & Sullivan India PRIVATE LIMITED,Cat B
7959,FROST INTERNATIONAL LIMITED,Cat B
7960,FROST NATIONAL BANK,Cat B
7961,FRUIT OF THE LOOM INDIA PRIVATE LIMITED,Cat B
7962,FRUTECH AGRO INDUSTRIES PRIVATE LIMITED,Cat B
7963,FUCHS INDIA LIMITED,Cat B
7964,FUGRO GEOTECH PRIVATE LIMITED,Cat B
7965,FUJI BANK,Cat B
7966,FUJI FILM INDIA PRIVATE LIMITED,Cat B
7967,FUJIKURA KASEI COATING INDIA PRIVATE LIMITED,Cat B
7968,FUJITSU CONSULTING INDIA Private LIMITED,Cat B
7969,FUKOKU MUTUAL LIFE INS,Cat B
7970,FULCRUM WORLDWIDE SOFTWARE PRIVATE LIMITED,Cat B
7971,FULLER INDIA LIMITED,Cat B
7972,FULLERTON INDIA CREDIT COMPANY LIMITED,Cat B
7973,Fullerton Securities and Wealth Advisors Limited,Cat B
7974,FUNDTECH INDIA LIMITED,Cat B
7975,FUNSKOOL INDIA LIMITED,Cat B
7976,FUNWORLD & TOURISM DEVELOPMENT LIMITED,Cat B
7977,FUTURE AGROVET LIMITED,Cat B
7978,Future Axiom Telecom LIMITED,Cat B
7979,FUTURE BAZAAR INDIA LIMITED,Cat B
7980,FUTURE BRANDS LIMITED,Cat B
7981,Future Capital Financial Services,Cat B
7982,Future Capital Holdings Limited,Cat B
7983,Future Capital Securities Limited,Cat B
7984,FUTURE CONSUMER ENTERPRISE LIMITED,Cat B
7985,Future Corporate Resources Limited,Cat B
7986,FUTURE FOCUS INFOTECH PRIVATE LIMITED,Cat B
7987,Future Generali India Insurance Company Limited,Cat B
7988,Future Generali India Life Insurance Company Limited,Cat B
7989,FUTURE KNOWLEDGE SERVICES LIMITED,Cat B
7990,FUTURE LIFESTYLE FASHIONS LIMITED,Cat B
7991,Future Logistic Solutions Limited,Cat B
7992,FUTURE MEDIA INDIA LIMITED,Cat B
7993,FUTURE RETAIL LIMITED,Cat B
7994,Future supply Chain solutions LIMITED,Cat B
7995,Future Value Retail Limited,Cat B
7996,FUTURE WORLD RETAIL PRIVATE LIMITED,Cat B
7997,FUTUREWORKS MEDIA LIMITED,Cat B
7998,G A RANDERIAN LIMITED,Cat B
7999,G C U L LIMITED,Cat B
8000,G CLARIDGE,Cat B
8001,G D GOENKA INDIA LIMITED,Cat B
8002,G D GOENKA TOURISM CORPORATION LIMITED,Cat B
8003,G DAS AND CO LIMITED,Cat B
8004,G E COUNTRYWIDE CONSUMER FINANCIAL SERVICES LIMITED,Cat B
8005,G E I HAMON INDS. LIMITED.,Cat B
8006,G E T POWER LIMITED,Cat B
8007,G G PHOTO LIMITED,Cat B
8008,G I S LIMITED,Cat B
8009,G K N  SINTER METALS LIMITED,Cat B
8010,G K N DRIVELINE INDIA LIMITED,Cat B
8011,G K N DRIVESHAFTS INDIA LIMITED,Cat B
8012,G K W LIMITED,Cat B
8013,G M BREWERIES LIMITED,Cat B
8014,G M M PFAUDLER LIMITED.,Cat B
8015,G M PENS INTERNATIONAL PRIVATE LIMITED,Cat B
8016,G M S COMPUTERS INDIA LIMITED.,Cat B
8017,G R ENGINEERING WORKS LIMITED,Cat B
8018,G S ATWAL & CO ENGINEERS PRIVATE LIMITED,Cat B
8019,G S AUTO INTERNATIONAL LIMITED.,Cat B
8020,G S C S C LIMITED,Cat B
8021,G S L INDIA LIMITED,Cat B
8022,G T C INDUSTRIES LIMITED,Cat B
8023,G V K INDUSTRIES LIMITED,Cat B
8024,G2 RAMS INDIA PRIVATE LIMITED,Cat B
8025,G4S CASH SOLUTIONS INDIA PRIVATE LIMITED,Cat B
8026,GABBI FOODS LIMITED,Cat B
8027,GAC SHIPPING INDIA PRIVATE LIMITED,Cat B
8028,GAIL INDIA LIMITED,Cat B
8029,GAJRA BEVEL GEARS LIMITED,Cat B
8030,GAJRA GEARS LIMITED,Cat B
8031,GALADA POWER AND TELECOMMUNICATIONS LIMITED,Cat B
8032,GALAXY SURFACTANTS LIMITED,Cat B
8033,GALDERMA INDIA PRIVATE LIMITED,Cat B
8034,GALLAGHER OPERATIONS SUPPORT SERVICES PRIVATE LIMITED,Cat B
8035,GALLIUM INDUSTRIES LIMITED,Cat B
8036,GALLUP MBA,Cat B
8037,GAMES2WIN INDIA PRIVATE LIMITED,Cat B
8038,GAMESA WIND TURBINES PRIVATE LIMITED,Cat B
8039,GAMESHASTRA SOLUTIONS PRIVATE LIMITED,Cat B
8040,GAMMON INFRASTRUCTURE PROJECTS LIMITED.,Cat B
8041,GAMUT INFOSYSTEMS LIMITED,Cat B
8042,GANDHAR OIL REFINERY INDIA LIMITED,Cat B
8043,GANDHI SPECIAL TUBES LIMITED.,Cat B
8044,GANDHIMATHI APPLIANCES LIMITED,Cat B
8045,GANDHIMATHI APPLIANCES LIMITED.,Cat B
8046,GANDOUR INDIA FOOD PROCESSING PRIVATE LIMITED,Cat B
8047,GANESH ANHYDRIDE LIMITED.,Cat B
8048,GANESH HSG,Cat B
8049,GANESH POLYTEX LIMITED,Cat B
8050,GANGA ACROWOOLS LIMITED,Cat B
8051,GANGA KAVERI SEEDS PRIVATE LIMITED,Cat B
8052,GANGAVARAM PORT LIMITED,Cat B
8053,GANGES INTERNATIONALE PRIVATE LIMITED,Cat B
8054,GANGES JUTE PRIVATE LIMITED,Cat B
8055,GANNETT,Cat B
8056,GANNON DUNKERLEY AND CO LIMITED,Cat B
8057,GANPATI SUGAR INDS LIMITED,Cat B
8058,GAP,Cat B
8059,GAP INTERNATIONAL,Cat B
8060,GARDEN REACH SHIPBUILDERS AND ENGINEERS LIMITED,Cat B
8061,GARDEN SILK,Cat B
8062,GARDEN SILK MILLS LIMITED,Cat B
8063,GARG FURNACE,Cat B
8064,GARG FURNACE LIMITED,Cat B
8065,GARG POLYSPIN LIMITED,Cat B
8066,GARNET CONSTRUCTION LIMITED,Cat B
8067,GARNET PAPER,Cat B
8068,GARWARE CHEMICALS LIMITED,Cat B
8069,GARWARE ELASTOMERICS LIMITED,Cat B
8070,GARWARE PETROCHEM LIMITED,Cat B
8071,GARWARE SYNTHETICS LIMITED,Cat B
8072,GARWARE-WALL ROPES LIMITED,Cat B
8073,Gas Apparel PRIVATE LIMITED,Cat B
8074,GATES INDIA PRIVATE LIMITED,Cat B
8075,GATEWAY DISTRIPARKS,Cat B
8076,Gateway Rail Freight Limited,Cat B
8077,GATI CORPORATION LIMITED,Cat B
8078,GATI LIMITED,Cat B
8079,GAURAV GROUP,Cat B
8080,GAYATRI BIO ORGANCS LIMITED,Cat B
8081,GAYATRI HI TECH HOTELS LIMITED,Cat B
8082,GAYATRI PROJECTS LIMITED,Cat B
8083,GAYATRI SUGARS,Cat B
8084,GAYATRISHAKTI PAPER AND BOARDS LIMITED,Cat B
8085,GAZEBO INDUSTRIES LIMITED,Cat B
8086,GCL INDIA PRIVATE LIMITED,Cat B
8087,GE CAP TRANS,Cat B
8088,GE Capital Business Processes Management Services PRIVATE LIMITED ,Cat B
8089,GE Capital Services India,Cat B
8090,GE CAPITAL TRANSPORTATION FINANCIAL SERVICES LIMITED,Cat B
8091,GE Global Technology Solutions,Cat B
8092,GE GODAVARI ENGINEERING LIMITED,Cat B
8093,GE HEALTHCARE INDIA LIMITED,Cat B
8094,GE INDIA BUSINESS SERVICES PRIVATE LIMITED,Cat B
8095,GE INDIA TECHNOLOGY CENTER,Cat B
8096,GE Intelligent Platforms Private Limited,Cat B
8097,GE MEDICAL SYSTEMS X-RAY ( SOUTH ASIA) LIMITED,Cat B
8098,GE MONEY,Cat B
8099,GE PLASTICS INDIA LIMITED,Cat B
8100,GE SILICONE LIMITED,Cat B
8101,GEA COOLING TOWER TECHNOLOGIESINDIAPRIVATE LIMITED,Cat B
8102,GEA PROCESS ENGINEERING INDIA PRIVATE LIMITED,Cat B
8103,GEA WESTFALIA SEPARATOR INDIA PRIVATE LIMITED,Cat B
8104,GeBBS Healthcare Solutions,Cat B
8105,GEBR PFEIFFER INDIA PRIVATE LIMITED,Cat B
8106,GEC TURBINE GENERATORS,Cat B
8107,GEE LIMITED,Cat B
8108,GEE PEE FOODS PRIVATE LIMITED,Cat B
8109,GEE PEE INFOTECH PRIVATE LIMITED,Cat B
8110,GEECEE VENTURES LIMITED,Cat B
8111,GEEKAY EXIM (I) LIMITED,Cat B
8112,GEEKAY EXIM INDIA LIMITED,Cat B
8113,GEEKAY FIN,Cat B
8114,GEEP INDUSTRIES INDIA PRIVATE LIMITED,Cat B
8115,GEHLOT ENTERPRISES LIMITED,Cat B
8116,GEMINI COMMUNICATION LIMITED,Cat B
8117,GEMINI DYEING AND PRINTING,Cat B
8118,GEMINI INDUSTRIES IMAGING LIMITED,Cat B
8119,GEMPLUS,Cat B
8120,GEMSCAB INDUSTRIES LIMITED,Cat B
8121,GENAMERICA,Cat B
8122,GENERAL COMMODITIES LIMITED,Cat B
8123,GENERAL DYNAMICS,Cat B
8124,GENERAL FOODS LIMITED,Cat B
8125,GENERAL INSURANCE CORPN OF INDIA,Cat B
8126,GENERAL MILLS,Cat B
8127,General Motors Technical centre,Cat B
8128,GENERAL OPTICS (ASIA) LIMITED,Cat B
8129,GENERALE BANK,Cat B
8130,GENESIS COLORS PRIVATE LIMITED,Cat B
8131,GENESIS LUXURY FASHION PRIVATE LIMITED,Cat B
8132,GENESYS INTERNATIONAL CORPORATION LIMITED,Cat B
8133,GENEVA SOFTWARE TECHNOLOGIES LIMITED,Cat B
8134,GENISYS INTEGRATING SYSTEMS INDIA,Cat B
8135,GENIUS CONSULTANTS LIMITED,Cat B
8136,GENNEX LABORATORIES LIMITED,Cat B
8137,GENO PHARMACEUTICALS LIMITED,Cat B
8138,GENOM BIOTECH PRIVATE LIMITED,Cat B
8139,GENSLER DESIGN INDIA PRIVATE LIMITED,Cat B
8140,GENUINE PARTS,Cat B
8141,GENUS OVERSEAS ELECT,Cat B
8142,GENUS OVERSEAS ELECTRONICS LIMITED,Cat B
8143,GENUS POWER INFRASTRUCTURES LIMITED,Cat B
8144,GENX Entertainment LIMITED ,Cat B
8145,GENX PHARMA LIMITED,Cat B
8146,GEODESIC INFORMATION SYSTEMS LIMITED,Cat B
8147,GEOENPRO PETROLEUM LIMITED,Cat B
8148,GEOFFREY MANNERS AND CO LIMITED,Cat B
8149,GEOJIT BNP PARIBAS FINANCIAL SERVICES LIMITED,Cat B
8150,GEOLOGISTICS LIMITED,Cat B
8151,GEOMETRIC LIMITED,Cat B
8152,GEOMETRIC SOFTWARE SOLUTIONS CO LIMITED,Cat B
8153,GEORG FISCHE,Cat B
8154,GEORGE OAKES LIMITED,Cat B
8155,GEORGE PHILIPS MEDICAL ENGINEERING PRIVATE LIMITED,Cat B
8156,GEOSANSAR ADVISORS PRIVATE LIMITED,Cat B
8157,GEOSERVICES (I) LIMITED,Cat B
8158,GEPL CAPITAL PRIVATE LIMITED,Cat B
8159,GERMAN  EMBASSY,Cat B
8160,GERMAN REMEDIES LIMITED,Cat B
8161,GERSON LEHRMAN GROUP INDIA PRIVATE LIMITED,Cat B
8162,GESTAMP AUTOMOTIVE INDIA PRIVATE LIMITED,Cat B
8163,GESTETNER INDIA LIMITED,Cat B
8164,GETIT INFOSERVICES Private LIMITED,Cat B
8165,GEZE INDIA PRIVATE LIMITED,Cat B
8166,GH CRANES INDIA PRIVATE LIMITED,Cat B
8167,GHARDA CHEMICALS LIMITED,Cat B
8168,GHATGE PATIL INDS LIMITED,Cat B
8169,GHCL LIMITED,Cat B
8170,GHERZI EASTERN LIMITED,Cat B
8171,GIA INDIA LABORATORY PRIVATE LIMITED,Cat B
8172,GIESECKE AND DEVRIENT INDIA PRIVATE LIMITED,Cat B
8173,GILAT SATELLITE NETWORKS LIMITED,Cat B
8174,Gili India Limited,Cat B
8175,GILL & CO LIMITED,Cat B
8176,GILLANDERS ARBUTHNOT AND COMPANY LIMITED,Cat B
8177,GILLETTE DIVERSIFIED OPERATIONS LIMITED,Cat B
8178,GILT PACK LIMITED,Cat B
8179,GILT SECURITIES TRADING CORPN. LIMITED.,Cat B
8180,GIMATEX INDUSTRIES PRIVATE LIMITED,Cat B
8181,GINNI INTERNATIONAL LIMITED,Cat B
8182,GIRIGUJA PUBLICATIONS PRIVATE LIMITED,Cat B
8183,GIS LIMITED,Cat B
8184,GITANJALI EXPORTS CORPORATION LIMITED,Cat B
8185,GITANJALI GOLD AND PRECIOUS LIMITED,Cat B
8186,GITANJALI LIFESTYLE LIMITED,Cat B
8187,GKB HI TECH LENSES PRIVATE LIMITED,Cat B
8188,GKB OPTHALMICS LIMITED.,Cat B
8189,GKB OPTIC TECHNOLOGIES PRIVATE LIMITED,Cat B
8190,GKB OPTICALS LIMITED,Cat B
8191,GKB RX LENS PRIVATE LIMITED,Cat B
8192,GKC PROJECTS LIMITED,Cat B
8193,GKN DRIVELINE INDIA LIMITED,Cat B
8194,GKW LIMITED,Cat B
8195,GL HOTELS,Cat B
8196,GLAND PHARMA LIMITED,Cat B
8197,GLASS EQUIPMENT (I) LIMITED,Cat B
8198,GLAXO INDIA LIMITED,Cat B
8199,GLAXOSMITHKLINE CONSUMER HEALTHCARE LIMITED,Cat B
8200,GLAZE GARMENTS INDIA LIMITED,Cat B
8201,GLEAM INFO SERVICES,Cat B
8202,GLEITLAGER INDIA LIMITED,Cat B
8203,Glenmark Generics Limited,Cat B
8204,GLOBAL AGRI SYSTEM PRIVATE LIMITED,Cat B
8205,Global Broadcast News [GBN - A Network18 Company],Cat B
8206,GLOBAL BULK DRUGS,Cat B
8207,GLOBAL BULK DRUGS AND FINE CHEMICALS LIMITED,Cat B
8208,GLOBAL CAPITAL& LEASINGLTD,Cat B
8209,GLOBAL E-BUSINESS OPERATIONS PRIVATE LIMITED,Cat B
8210,GLOBAL EDGE SOFTWARE LIMITED,Cat B
8211,GLOBAL ELECTRONIC COMMERCE SERVICES,Cat B
8212,GLOBAL ENTROPOLIS VIZAG PRIVATE LIMITED,Cat B
8213,GLOBAL GREEN CO LIMITED,Cat B
8214,GLOBAL HEALTH PRIVATE LIMITED,Cat B
8215,Global Healthline PRIVATE LIMITED,Cat B
8216,GLOBAL INFOSYSTEM LIMITED,Cat B
8217,GLOBAL INFRATECH AND FINANCE LIMITED,Cat B
8218,GLOBAL ONE INDIA LIAISON,Cat B
8219,GLOBAL ONE INDIA PRIVATE LIMITED,Cat B
8220,GLOBAL PAYMENTS ASIA-PACIFIC INDIA PRIVATE LIMITED,Cat B
8221,GLOBAL PERSPECTIVE LIMITED,Cat B
8222,GLOBAL RURAL NETCO LIMITED,Cat B
8223,GLOBAL SYNTEX (BHILWARA) LIMITED.,Cat B
8224,GLOBAL TALENT TRACK PRIVATE LIMITED,Cat B
8225,GLOBAL VECTRA HELICORP LIMITED,Cat B
8226,GLOBALTEK PROSOLUTIONS PRIVATE LIMITED,Cat B
8227,GLOBE CAPITAL MARKET LIMITED,Cat B
8228,GLOBE FOREX AND TRAVELS LIMITED,Cat B
8229,GLOBEX FINANCIAL SERVICES LIMITED,Cat B
8230,GLOBEX TRAVELS AND EXCHANGE LIMITED,Cat B
8231,GLOBION INDIA PRIVATE LIMITED,Cat B
8232,GLOBOMOTIVE INDIA LIMITED,Cat B
8233,Globsyn Technologies LIMITED,Cat B
8234,GLOBUS AGRONICS LIMITED,Cat B
8235,GLOBUS STORES PRIVATE LIMITED,Cat B
8236,GLOCAL HEALTHCARE SYSTEMS PRIVATE LIMITED,Cat B
8237,GLOCHEM INDUSTRIES LIMITED,Cat B
8238,Glodyne Technoserve Limited,Cat B
8239,GLOFAME COTSPIN IND,Cat B
8240,GLOSTER JUTE MILLS LIMITED,Cat B
8241,GMAC FINANCIAL SERVICES INDIA LIMITED.,Cat B
8242,GMMCO LIMITED,Cat B
8243,GMR AERO TECHNIC LIMITED,Cat B
8244,GMR AIRPORT DEVELOPERS LIMITED,Cat B
8245,GMR BADRINATH HYDRO POWER GENERATION PRIVATE LIMITED,Cat B
8246,GMR HOTELS AND RESORTS LIMITED,Cat B
8247,GMR HYDERABAD INTERNATIONAL AIRPORT LIMITED,Cat B
8248,GMR HYDERABAD VIJAYAWADA EXPRESSWAYS PRIVATE LIMITED,Cat B
8249,GMR INFRASTRUCTURE LIMITED,Cat B
8250,GMR POWER CORPORATION LIMITED,Cat B
8251,GO AIR,Cat B
8252,GO AIRLINES INDIA LIMITED,Cat B
8253,Go Go International Private Limited,Cat B
8254,GOA CARBON,Cat B
8255,GOA CARBON LIMITED,Cat B
8256,GOA GLASS FIBRE LIMITED,Cat B
8257,GOA SHIPYARD LIMITED,Cat B
8258,GOBIND SUGAR MILLS LIMITED,Cat B
8259,GODAVARI FERT & CHEM,Cat B
8260,GODAVARI POLYMERS PRIVATE LIMITED,Cat B
8261,GODREJ AGROVET LIMITED,Cat B
8262,GODREJ AND BOYCE MFG CO LIMITED,Cat B
